10.0,10.0
10.0000898315,10.0
10.0001796631,10.0
10.0002694946,10.0
10.0003593261,10.0
10.0005389892,10.0000912176
10.0004491576,10.0000912176
10.0003593261,10.0000912176
10.0002694946,10.0000912176
10.0001796631,10.0000912176
10.0000898315,10.0000912176
10.0,10.0000912176
9.99991016847,10.0000912176
9.99982033695,10.0001824348
9.99991016847,10.0001824348
10.0,10.0001824348
10.0000898315,10.0001824348
10.0001796631,10.0001824348
10.0002694946,10.0001824348
10.0003593261,10.0001824348
10.0004491576,10.0001824348
10.0005389892,10.0001824348
10.0006288207,10.0001824348
10.0007186522,10.0002736524
10.0006288207,10.0002736524
10.0005389892,10.0002736524
10.0004491576,10.0002736524
10.0003593261,10.0002736524
10.0002694946,10.0002736524
10.0001796631,10.0002736524
10.0000898315,10.0002736524
10.0,10.0002736524
9.99991016847,10.0002736524
9.99982033695,10.0002736524
9.99973050542,10.0002736524
9.99964067389,10.0003648696
9.99973050542,10.0003648696
9.99982033695,10.0003648696
9.99991016847,10.0003648696
10.0,10.0003648696
10.0000898315,10.0003648696
10.0001796631,10.0003648696
10.0002694946,10.0003648696
10.0003593261,10.0003648696
10.0004491576,10.0003648696
10.0005389892,10.0003648696
10.0006288207,10.0003648696
10.0007186522,10.0003648696
10.0008084838,10.0003648696
10.0008084838,10.0004560872
10.0007186522,10.0004560872
10.0006288207,10.0004560872
10.0005389892,10.0004560872
10.0004491576,10.0004560872
10.0003593261,10.0004560872
10.0002694946,10.0004560872
10.0001796631,10.0004560872
10.0000898315,10.0004560872
10.0,10.0004560872
9.99991016847,10.0004560872
9.99982033695,10.0004560872
9.99973050542,10.0004560872
9.99964067389,10.0004560872
9.99973050542,10.0005473044
9.99982033695,10.0005473044
9.99991016847,10.0005473044
10.0,10.0005473044
10.0000898315,10.0005473044
10.0001796631,10.0005473044
10.0002694946,10.0005473044
10.0003593261,10.0005473044
10.0004491576,10.0005473044
10.0005389892,10.0005473044
10.0006288207,10.0005473044
10.0007186522,10.0005473044
10.0006288207,10.000638522
10.0005389892,10.000638522
10.0004491576,10.000638522
10.0003593261,10.000638522
10.0002694946,10.000638522
10.0001796631,10.000638522
10.0000898315,10.000638522
10.0,10.000638522
9.99991016847,10.000638522
9.99982033695,10.000638522
9.99991016847,10.0007297392
10.0,10.0007297392
10.0000898315,10.0007297392
10.0001796631,10.0007297392
10.0002694946,10.0007297392
10.0003593261,10.0007297392
10.0004491576,10.0007297392
10.0005389892,10.0007297392
10.0004491576,10.0008209568
10.0003593261,10.0008209568
10.0002694946,10.0008209568
10.0001796631,10.0008209568
10.0000898315,10.0008209568
10.0,10.0008209568
